Year,Age,Industry,Employed
2001,20-24,Real Estate Services,0.4
2001,20-24,Professional Services,1.3
2001,20-24,Administrative & Support Services,1.3
2001,20-24,Public Administration & Education,42.4
2001,20-24,Health & Social Services,0.3
2001,20-24,"Arts, Entertainment & Recreation",0.4
2001,20-24,"Other Community, Social & Personal Services",0.9
2001,20-24,Others,0.3
2001,25-29,Manufacturing,22.4
2001,25-29,Construction,6.3
2001,25-29,Wholesale & Retail Trade,14.8
2001,25-29,Transportation & Storage,10.4
2001,25-29,Accommodation & Food Services,3.4
2001,25-29,Information & Communications,10.7
2001,25-29,Financial & Insurance Services,6.0
2001,25-29,Real Estate Services,1.5
2001,25-29,Professional Services,5.0
2001,25-29,Administrative & Support Services,2.8
2001,25-29,Public Administration & Education,15.1
2001,25-29,Health & Social Services,1.7
2001,25-29,"Arts, Entertainment & Recreation",0.8
2001,25-29,"Other Community, Social & Personal Services",2.3
2001,25-29,Others,1.5
2001,30-34,Manufacturing,33.2
2001,30-34,Construction,10.9
2001,30-34,Wholesale & Retail Trade,18.7
2001,30-34,Transportation & Storage,13.8
2001,30-34,Accommodation & Food Services,4.8
2001,30-34,Information & Communications,9.9
2001,30-34,Financial & Insurance Services,6.5
2001,30-34,Real Estate Services,2.9
2001,30-34,Professional Services,5.4
2001,30-34,Administrative & Support Services,4.5
2001,30-34,Public Administration & Education,9.1
2001,30-34,Health & Social Services,1.7
2001,30-34,"Arts, Entertainment & Recreation",0.6
2001,30-34,"Other Community, Social & Personal Services",3.0
2001,30-34,Others,1.3
2001,35-39,Manufacturing,38.6
2001,35-39,Construction,17.2
2001,35-39,Wholesale & Retail Trade,23.6
2001,35-39,Transportation & Storage,19.2
2001,35-39,Accommodation & Food Services,6.2
2001,35-39,Information & Communications,7.9
2001,35-39,Financial & Insurance Services,6.7
2001,35-39,Real Estate Services,3.5
2001,35-39,Professional Services,4.7
2001,35-39,Administrative & Support Services,4.5
2001,35-39,Public Administration & Education,8.4
2001,35-39,Health & Social Services,2.3
2001,35-39,"Arts, Entertainment & Recreation",0.9
2001,35-39,"Other Community, Social & Personal Services",4.7
2001,35-39,Others,2.0
2001,40-44,Manufacturing,34.0
2001,40-44,Construction,18.2
2001,40-44,Wholesale & Retail Trade,25.0
2001,40-44,Transportation & Storage,22.9
2001,40-44,Accommodation & Food Services,7.4
2001,40-44,Information & Communications,4.4
2001,40-44,Financial & Insurance Services,4.8
2001,40-44,Real Estate Services,3.8
2001,40-44,Professional Services,4.2
2001,40-44,Administrative & Support Services,5.1
2001,40-44,Public Administration & Education,8.9
2001,40-44,Health & Social Services,1.5
2001,40-44,"Arts, Entertainment & Recreation",1.1
2001,40-44,"Other Community, Social & Personal Services",4.7
2001,40-44,Others,2.6
2001,45-49,Manufacturing,24.9
2001,45-49,Construction,13.6
2001,45-49,Wholesale & Retail Trade,20.5
2001,45-49,Transportation & Storage,24.7
2001,45-49,Accommodation & Food Services,7.5
2001,45-49,Information & Communications,3.2
2001,45-49,Financial & Insurance Services,4.8
2001,45-49,Real Estate Services,3.6
2001,45-49,Professional Services,3.3
2001,45-49,Administrative & Support Services,3.3
2001,45-49,Public Administration & Education,6.9
2001,45-49,Health & Social Services,1.1
2001,45-49,"Arts, Entertainment & Recreation",0.7
2001,45-49,"Other Community, Social & Personal Services",4.0
2001,45-49,Others,3.4
2001,50-54,Manufacturing,18.9
2001,50-54,Construction,9.0
2001,50-54,Wholesale & Retail Trade,16.2
2001,50-54,Transportation & Storage,18.9
2001,50-54,Accommodation & Food Services,6.9
2001,50-54,Information & Communications,2.1
2001,50-54,Financial & Insurance Services,4.0
2001,50-54,Real Estate Services,2.1
2001,50-54,Professional Services,2.2
2001,50-54,Administrative & Support Services,4.2
2001,50-54,Public Administration & Education,6.8
2001,50-54,Health & Social Services,1.8
2001,50-54,"Arts, Entertainment & Recreation",1.2
2001,50-54,"Other Community, Social & Personal Services",3.0
2001,50-54,Others,2.5
2001,55-59,Manufacturing,6.3
2001,55-59,Construction,3.4
2001,55-59,Wholesale & Retail Trade,7.1
2001,55-59,Transportation & Storage,8.6
2001,55-59,Accommodation & Food Services,3.4
2001,55-59,Information & Communications,0.5
2001,55-59,Financial & Insurance Services,1.3
2001,55-59,Real Estate Services,0.8
2001,55-59,Professional Services,1.1
2001,55-59,Administrative & Support Services,2.1
2001,55-59,Public Administration & Education,2.7
2001,55-59,Health & Social Services,1.1
2001,55-59,"Arts, Entertainment & Recreation",0.5
2001,55-59,"Other Community, Social & Personal Services",1.5
2001,55-59,Others,1.6
2001,60-64,Manufacturing,4.5
2001,60-64,Construction,1.9
2001,60-64,Wholesale & Retail Trade,6.2
2001,60-64,Transportation & Storage,5.8
2001,60-64,Accommodation & Food Services,3.0
2001,60-64,Information & Communications,0.4
2001,60-64,Financial & Insurance Services,0.5
2001,60-64,Real Estate Services,0.6
2001,60-64,Professional Services,1.1
2001,60-64,Administrative & Support Services,2.5
2001,60-64,Public Administration & Education,1.4
2001,60-64,Health & Social Services,0.6
2001,60-64,"Arts, Entertainment & Recreation",0.5
2001,60-64,"Other Community, Social & Personal Services",1.3
2001,60-64,Others,0.7
2001,65+,Manufacturing,1.9
2001,65+,Construction,1.0
2001,65+,Wholesale & Retail Trade,6.1
2001,65+,Transportation & Storage,2.2
2001,65+,Accommodation & Food Services,2.3
2001,65+,Information & Communications,0.2
2001,65+,Financial & Insurance Services,0.6
2001,65+,Real Estate Services,0.2
2001,65+,Professional Services,0.3
2001,65+,Administrative & Support Services,3.0
2001,65+,Public Administration & Education,0.8
2001,65+,Health & Social Services,0.7
2001,65+,"Arts, Entertainment & Recreation",0.3
2001,65+,"Other Community, Social & Personal Services",1.5
2001,65+,Others,0.3
2000,15-19,Manufacturing,0.3
2000,15-19,Construction,0.1
2000,15-19,Wholesale & Retail Trade,0.6
2000,15-19,Transportation & Storage,0.2
2000,15-19,Accommodation & Food Services,0.8
2000,15-19,Information & Communications,0.1
2000,15-19,Financial & Insurance Services,0.1
2000,15-19,Real Estate Services,0.0
2000,15-19,Professional Services,0.0
2000,15-19,Administrative & Support Services,0.2
2000,15-19,Public Administration & Education,12.5
2000,15-19,Health & Social Services,0.0
2000,15-19,"Arts, Entertainment & Recreation",0.1
2000,15-19,"Other Community, Social & Personal Services",0.1
2000,15-19,Others,0.0
2000,20-24,Manufacturing,5.7
2000,20-24,Construction,1.8
2000,20-24,Wholesale & Retail Trade,6.2
2000,20-24,Transportation & Storage,3.2
2000,20-24,Accommodation & Food Services,2.6
2000,20-24,Information & Communications,1.8
2000,20-24,Financial & Insurance Services,1.0
2000,20-24,Real Estate Services,0.4
2000,20-24,Professional Services,1.4
2000,20-24,Administrative & Support Services,1.3
2000,20-24,Public Administration & Education,34.0
2000,20-24,Health & Social Services,0.3
2000,20-24,"Arts, Entertainment & Recreation",0.7
2000,20-24,"Other Community, Social & Personal Services",1.1
2000,20-24,Others,0.2
2000,25-29,Manufacturing,23.5
2000,25-29,Construction,7.6
2000,25-29,Wholesale & Retail Trade,16.7
2000,25-29,Transportation & Storage,10.2
2000,25-29,Accommodation & Food Services,4.3
2000,25-29,Information & Communications,7.9
2000,25-29,Financial & Insurance Services,6.7
2000,25-29,Real Estate Services,2.3
2000,25-29,Professional Services,6.4
2000,25-29,Administrative & Support Services,3.1
2000,25-29,Public Administration & Education,14.1
2000,25-29,Health & Social Services,1.0
2000,25-29,"Arts, Entertainment & Recreation",1.4
2000,25-29,"Other Community, Social & Personal Services",2.5
2000,25-29,Others,0.9
2000,30-34,Manufacturing,32.7
2000,30-34,Construction,11.5
2000,30-34,Wholesale & Retail Trade,21.4
2000,30-34,Transportation & Storage,13.0
2000,30-34,Accommodation & Food Services,4.9
2000,30-34,Information & Communications,7.0
2000,30-34,Financial & Insurance Services,7.0
2000,30-34,Real Estate Services,2.6
2000,30-34,Professional Services,7.0
2000,30-34,Administrative & Support Services,3.9
2000,30-34,Public Administration & Education,8.6
2000,30-34,Health & Social Services,1.7
2000,30-34,"Arts, Entertainment & Recreation",1.6
2000,30-34,"Other Community, Social & Personal Services",3.2
2000,30-34,Others,0.9
2000,35-39,Manufacturing,34.7
2000,35-39,Construction,16.5
2000,35-39,Wholesale & Retail Trade,25.6
2000,35-39,Transportation & Storage,17.4
2000,35-39,Accommodation & Food Services,6.7
2000,35-39,Information & Communications,4.7
2000,35-39,Financial & Insurance Services,6.8
2000,35-39,Real Estate Services,3.9
2000,35-39,Professional Services,6.8
2000,35-39,Administrative & Support Services,4.5
2000,35-39,Public Administration & Education,8.9
2000,35-39,Health & Social Services,1.7
2000,35-39,"Arts, Entertainment & Recreation",1.5
2000,35-39,"Other Community, Social & Personal Services",4.5
2000,35-39,Others,1.6
2000,40-44,Manufacturing,30.1
2000,40-44,Construction,15.8
2000,40-44,Wholesale & Retail Trade,24.8
2000,40-44,Transportation & Storage,21.8
2000,40-44,Accommodation & Food Services,7.1
2000,40-44,Information & Communications,3.9
2000,40-44,Financial & Insurance Services,5.6
2000,40-44,Real Estate Services,3.8
2000,40-44,Professional Services,5.3
2000,40-44,Administrative & Support Services,5.0
2000,40-44,Public Administration & Education,8.1
2000,40-44,Health & Social Services,1.4
2000,40-44,"Arts, Entertainment & Recreation",1.5
2000,40-44,"Other Community, Social & Personal Services",4.5
2000,40-44,Others,1.8
2000,45-49,Manufacturing,22.6
2000,45-49,Construction,11.2
2000,45-49,Wholesale & Retail Trade,19.7
2000,45-49,Transportation & Storage,21.7
2000,45-49,Accommodation & Food Services,6.6
2000,45-49,Information & Communications,2.8
2000,45-49,Financial & Insurance Services,4.2
2000,45-49,Real Estate Services,3.7
2000,45-49,Professional Services,4.0
2000,45-49,Administrative & Support Services,4.7
2000,45-49,Public Administration & Education,6.8
2000,45-49,Health & Social Services,1.4
2000,45-49,"Arts, Entertainment & Recreation",1.3
2000,45-49,"Other Community, Social & Personal Services",3.9
2000,45-49,Others,1.7
2000,50-54,Manufacturing,14.7
2000,50-54,Construction,7.4
2000,50-54,Wholesale & Retail Trade,15.1
2000,50-54,Transportation & Storage,16.1
2000,50-54,Accommodation & Food Services,6.0
2000,50-54,Information & Communications,1.7
2000,50-54,Financial & Insurance Services,3.4
2000,50-54,Real Estate Services,2.4
2000,50-54,Professional Services,2.7
2000,50-54,Administrative & Support Services,4.0
2000,50-54,Public Administration & Education,6.5
2000,50-54,Health & Social Services,1.4
2000,50-54,"Arts, Entertainment & Recreation",1.1
2000,50-54,"Other Community, Social & Personal Services",2.9
2000,50-54,Others,1.6
2000,55-59,Manufacturing,6.3
2000,55-59,Construction,3.5
2000,55-59,Wholesale & Retail Trade,8.0
2000,55-59,Transportation & Storage,7.8
2000,55-59,Accommodation & Food Services,3.5
2000,55-59,Information & Communications,0.5
2000,55-59,Financial & Insurance Services,1.4
2000,55-59,Real Estate Services,1.1
2000,55-59,Professional Services,1.3
2000,55-59,Administrative & Support Services,2.1
2000,55-59,Public Administration & Education,3.4
2000,55-59,Health & Social Services,0.9
2000,55-59,"Arts, Entertainment & Recreation",0.6
2000,55-59,"Other Community, Social & Personal Services",1.6
2000,55-59,Others,1.1
2000,60-64,Manufacturing,3.3
2000,60-64,Construction,1.5
2000,60-64,Wholesale & Retail Trade,5.0
2000,60-64,Transportation & Storage,4.8
2000,60-64,Accommodation & Food Services,2.3
2000,60-64,Information & Communications,0.3
2000,60-64,Financial & Insurance Services,0.9
2000,60-64,Real Estate Services,0.7
2000,60-64,Professional Services,0.8
2000,60-64,Administrative & Support Services,1.9
2000,60-64,Public Administration & Education,1.5
2000,60-64,Health & Social Services,0.6
2000,60-64,"Arts, Entertainment & Recreation",0.5
2000,60-64,"Other Community, Social & Personal Services",1.1
2000,60-64,Others,0.5
2000,65+,Manufacturing,1.9
2000,65+,Construction,0.6
2000,65+,Wholesale & Retail Trade,5.2
2000,65+,Transportation & Storage,2.0
2000,65+,Accommodation & Food Services,2.2
2000,65+,Information & Communications,0.1
2000,65+,Financial & Insurance Services,0.6
2000,65+,Real Estate Services,0.6
2000,65+,Professional Services,0.6
2000,65+,Administrative & Support Services,2.4
2000,65+,Public Administration & Education,0.5
2000,65+,Health & Social Services,0.5
2000,65+,"Arts, Entertainment & Recreation",0.4
2000,65+,"Other Community, Social & Personal Services",1.1
2000,65+,Others,0.1
